0.05396309	-0.01996867	-0.079833016	0.05956431	-0.042773724	-0.07063402	-0.070238754	-0.0269328	-0.008862458	-0.013771556	0.048592243	-0.048929717	0.10173592	-0.009765412	0.040447865	-0.036804333
0.030153032	0.00014686416	-0.0031844182	0.0023143147	0.009968277	0.04069103	-0.012377665	0.0041769585	-0.022956943	0.047158394	0.01979668	-0.030763112	-0.012278892	-0.06827856	-0.011463776	-0.07870094
0.073571146	0.06934543	0.025551397	-0.0457248	0.023702119	-0.06710641	0.046997264	-0.051850222	-0.06829809	-0.036209118	-0.09102664	0.00529835	0.020810492	-0.048286885	0.036431443	-0.028272389
0.043712087	0.005729812	-0.05961554	-0.081268415	0.006938344	-0.025995335	-0.0023271001	-0.048140455	-0.010905015	-0.06771166	0.050565887	-0.028518671	-0.0112444805	-0.111238256	0.04134043	-0.031906456
-0.102497466	0.019934893	-0.012192241	0.0073290872	-0.0047551887	0.028628884	-0.056669436	-0.008230579	0.006682423	-0.05204758	-0.057630002	-0.032436687	0.090109244	0.038377564	0.058080792	0.012043716
0.040918846	-0.11945609	-0.025656125	0.047324814	-0.021139735	0.032317348	0.03916654	-0.090884395	0.018558826	0.0109882755	0.07385255	-0.09990461	0.000747759	-0.06060181	0.011688904	-0.022580871
0.015966142	-0.04466809	0.034348074	-0.058449797	-0.091874115	0.05848529	0.008794769	-0.087046824	-0.051786195	0.025735656	-0.11749854	-0.027507788	0.06681662	0.06371371	0.0036173293	-0.0643515
-0.034593146	0.0888877	-0.04526644	-0.025774103	-0.02765276	-0.057214037	-0.033810645	-0.0029889538	0.044975784	-0.019093651	0.02581125	0.05598152	-0.04586015	-0.10540021	-0.042906117	-0.075707644
-0.024601832	0.037792873	0.124653794	-0.109783635	0.010608501	-0.06007088	-0.0471357	0.0987299	0.045875184	0.0522383	0.06383547	-0.007511437	0.047563907	0.0028706726	-0.020265637	-0.01959689
-0.020638986	0.059058428	0.0072068023	-0.027342323	0.004675392	-0.022527602	-0.03570732	-0.06278857	0.055271335	0.011505426	-0.045894567	0.021022605	0.060221903	-0.076085284	0.046070147	-0.0038243653
-0.06715039	0.01702675	-0.036294296	-0.025717497	-0.018443793	0.002755778	0.093849115	0.09362574	-0.059567563	-0.115496136	-0.025844194	0.020370523	0.054419667	-0.09783658	-0.10498243	0.024299784
-0.13280982	0.021272717	-0.04570766	-0.041445162	-6.869978e-05	-0.00971567	0.043831043	0.030695366	0.035794068	-0.07238362	-0.029444678	-0.05155886	0.010389306	0.10551776	0.055911116	-0.018400287
-0.026213203	-0.22790743	0.027004272	0.032920785	-0.04030782	-0.006562736	-0.07743696	-0.002316974	0.113830216	0.019387655	-0.1072837	-0.013932792	0.047390945	-0.08070482	-0.056007855	0.07105447
-0.013784818	0.11200122	0.00031481616	0.037608914	-0.05539018	-0.0566033	-0.10254769	-0.024939438	-0.01071173	0.03328115	0.0382091	-0.011777363	0.07572375	-0.07409146	0.07618115	-0.065232426
